Program,Cache,Write,Replace,Return,Instruction,Memory,Register,Branch Taken,Branch Hit,Branch Miss,Jump,Cache Hit,Cache Miss,Cache Ratio,Cache Total
1,3,1,3,100,12,0,6,0,0,0,1,14,2,87.500,16
1,3,1,4,100,12,0,6,0,0,0,1,14,2,87.500,16
1,3,1,5,100,12,0,6,0,0,0,1,14,2,87.500,16
2,1,0,0,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,1,0,1,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,1,0,2,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,1,0,3,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,1,0,4,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,1,0,5,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,1,1,0,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,1,1,1,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,1,1,2,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,1,1,3,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,1,1,4,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,1,1,5,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,2,0,0,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,2,0,1,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,2,0,2,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,2,0,3,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,2,0,4,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,2,0,5,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,2,1,0,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,2,1,1,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,2,1,2,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,2,1,3,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,2,1,4,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,2,1,5,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,3,0,0,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,3,0,1,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,3,0,2,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,3,0,3,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,3,0,4,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,3,0,5,5050,1349,206,714,102,94,8,2,1959,3,99.847,1962
2,3,1,0,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,3,1,1,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,3,1,2,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,3,1,3,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,3,1,4,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
2,3,1,5,5050,1349,0,714,102,94,8,2,1959,3,99.847,1962
3,1,0,0,55,302,41,160,10,2,8,22,392,10,97.512,402
3,1,0,1,55,302,41,160,10,2,8,22,392,10,97.512,402
3,1,0,2,55,302,41,160,10,2,8,22,392,10,97.512,402
3,1,0,3,55,302,41,160,10,2,8,22,392,10,97.512,402
3,1,0,4,55,302,41,160,10,2,8,22,392,10,97.512,402
3,1,0,5,55,302,41,160,10,2,8,22,392,10,97.512,402
3,1,1,0,55,302,0,160,10,2,8,22,392,10,97.512,402
3,1,1,1,55,302,0,160,10,2,8,22,392,10,97.512,402
3,1,1,2,55,302,0,160,10,2,8,22,392,10,97.512,402
3,1,1,3,55,302,0,160,10,2,8,22,392,10,97.512,402
3,1,1,4,55,302,0,160,10,2,8,22,392,10,97.512,402
3,1,1,5,55,302,0,160,10,2,8,22,392,10,97.512,402
3,2,0,0,55,302,41,160,10,2,8,22,392,10,97.512,402
3,2,0,1,55,302,41,160,10,2,8,22,392,10,97.512,402
3,2,0,2,55,302,41,160,10,2,8,22,392,10,97.512,402
3,2,0,3,55,302,41,160,10,2,8,22,392,10,97.512,402
3,2,0,4,55,302,41,160,10,2,8,22,392,10,97.512,402
3,2,0,5,55,302,41,160,10,2,8,22,392,10,97.512,402
3,2,1,0,55,302,0,160,10,2,8,22,392,10,97.512,402
3,2,1,1,55,302,0,160,10,2,8,22,392,10,97.512,402
3,2,1,2,55,302,0,160,10,2,8,22,392,10,97.512,402
3,2,1,3,55,302,0,160,10,2,8,22,392,10,97.512,402
3,2,1,4,55,302,0,160,10,2,8,22,392,10,97.512,402
3,2,1,5,55,302,0,160,10,2,8,22,392,10,97.512,402
3,3,0,0,55,302,41,160,10,2,8,22,392,10,97.512,402
3,3,0,1,55,302,41,160,10,2,8,22,392,10,97.512,402
3,3,0,2,55,302,41,160,10,2,8,22,392,10,97.512,402
3,3,0,3,55,302,41,160,10,2,8,22,392,10,97.512,402
3,3,0,4,55,302,41,160,10,2,8,22,392,10,97.512,402
3,3,0,5,55,302,41,160,10,2,8,22,392,10,97.512,402
3,3,1,0,55,302,0,160,10,2,8,22,392,10,97.512,402
3,3,1,1,55,302,0,160,10,2,8,22,392,10,97.512,402
3,3,1,2,55,302,0,160,10,2,8,22,392,10,97.512,402
3,3,1,3,55,302,0,160,10,2,8,22,392,10,97.512,402
3,3,1,4,55,302,0,160,10,2,8,22,392,10,97.512,402
3,3,1,5,55,302,0,160,10,2,8,22,392,10,97.512,402
4,1,0,0,1,1285,153,631,73,50,23,103,1748,23,98.701,1771
4,1,0,1,1,1285,153,631,73,50,23,103,1748,23,98.701,1771
4,1,0,2,1,1285,153,631,73,50,23,103,1748,23,98.701,1771
4,1,0,3,1,1285,153,631,73,50,23,103,1748,23,98.701,1771
4,1,0,4,1,1285,153,631,73,50,23,103,1748,23,98.701,1771
4,1,0,5,1,1285,153,631,73,50,23,103,1748,23,98.701,1771
4,1,1,0,1,1285,0,631,73,50,23,103,1748,23,98.701,1771
4,1,1,1,1,1285,0,631,73,50,23,103,1748,23,98.701,1771
4,1,1,2,1,1285,0,631,73,50,23,103,1748,23,98.701,1771
4,1,1,3,1,1285,0,631,73,50,23,103,1748,23,98.701,1771
4,1,1,4,1,1285,0,631,73,50,23,103,1748,23,98.701,1771
4,1,1,5,1,1285,0,631,73,50,23,103,1748,23,98.701,1771
4,2,0,0,1,1285,153,631,73,50,23,103,1745,26,98.532,1771
4,2,0,1,1,1285,153,631,73,50,23,103,1745,26,98.532,1771
4,2,0,2,1,1285,153,631,73,50,23,103,1745,26,98.532,1771
4,2,0,3,1,1285,153,631,73,50,23,103,1745,26,98.532,1771
4,2,0,4,1,1285,153,631,73,50,23,103,1745,26,98.532,1771
4,2,0,5,1,1285,153,631,73,50,23,103,1745,26,98.532,1771
4,2,1,0,1,1285,6,631,73,50,23,103,1745,26,98.532,1771
4,2,1,1,1,1285,6,631,73,50,23,103,1745,26,98.532,1771
4,2,1,2,1,1285,6,631,73,50,23,103,1745,26,98.532,1771
4,2,1,3,1,1285,6,631,73,50,23,103,1745,26,98.532,1771
4,2,1,4,1,1285,6,631,73,50,23,103,1745,26,98.532,1771
4,2,1,5,1,1285,6,631,73,50,23,103,1745,26,98.532,1771
4,3,0,0,1,1285,153,631,73,50,23,103,1745,26,98.532,1777
4,3,0,1,1,1285,153,631,73,50,23,103,1742,29,98.363,1771
4,3,0,2,1,1285,153,631,73,50,23,103,1745,26,98.532,1795
4,3,0,3,1,1285,153,631,73,50,23,103,1745,26,98.532,1795
4,3,0,4,1,1285,153,631,73,50,23,103,1745,26,98.532,1777
4,3,0,5,1,1285,153,631,73,50,23,103,1745,26,98.532,1777
4,3,1,0,1,1285,6,631,73,50,23,103,1745,26,98.532,1777
4,3,1,1,1,1285,6,631,73,50,23,103,1745,26,98.532,1771
4,3,1,2,1,1285,6,631,73,50,23,103,1745,26,98.532,1795
4,3,1,3,1,1285,6,631,73,50,23,103,1745,26,98.532,1795
4,3,1,4,1,1285,6,631,73,50,23,103,1745,26,98.532,1777
4,3,1,5,1,1285,6,631,73,50,23,103,1745,26,98.532,1777
5,1,0,0,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,1,0,1,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,1,0,2,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,1,0,3,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,1,0,4,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,1,0,5,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,1,1,0,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,1,1,1,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,1,1,2,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,1,1,3,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,1,1,4,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,1,1,5,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,2,0,0,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,2,0,1,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,2,0,2,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,2,0,3,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,2,0,4,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,2,0,5,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,2,1,0,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,2,1,1,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,2,1,2,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,2,1,3,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,2,1,4,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,2,1,5,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,3,0,0,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,3,0,1,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,3,0,2,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,3,0,3,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,3,0,4,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,3,0,5,55,3232,494,1638,109,79,30,274,4316,11,99.746,4327
5,3,1,0,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,3,1,1,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,3,1,2,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,3,1,3,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,3,1,4,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
5,3,1,5,55,3232,0,1638,109,79,30,274,4316,11,99.746,4327
6,1,0,0,85,23374635,1026130,15240278,2029699,2028786,912,104,30423693,67548,99.778,30558661
6,1,0,1,85,23374635,1026130,15240278,2029699,2028786,912,104,30423532,67709,99.778,30491241
6,1,0,2,85,23374635,1026130,15240278,2029699,2028786,912,104,30425532,65709,99.785,34688425
6,1,0,3,85,23374635,1026130,15240278,2029699,2028786,912,104,29297572,1193669,96.085,106877865
6,1,0,4,85,23374635,1026130,15240278,2029699,2028786,912,104,30423693,67548,99.778,30626017
6,1,0,5,85,23374635,1026130,15240278,2029699,2028786,912,104,30423693,67548,99.778,30760742
6,1,1,0,85,23374635,1831,15240278,2029699,2028786,912,104,30423693,67548,99.778,30558661
6,1,1,1,85,23374635,1829,15240278,2029699,2028786,912,104,30423479,67762,99.778,30491241
6,1,1,2,85,23374635,826,15240278,2029699,2028786,912,104,30425532,65709,99.785,34688425
6,1,1,3,85,23374635,655,15240278,2029699,2028786,912,104,29297572,1193669,96.085,106877865
6,1,1,4,85,23374635,1831,15240278,2029699,2028786,912,104,30423693,67548,99.778,30626017
6,1,1,5,85,23374635,1831,15240278,2029699,2028786,912,104,30423693,67548,99.778,30760742
6,2,0,0,85,23374635,1026130,15240278,2029699,2028786,912,104,29970022,521219,98.291,30491241
6,2,0,1,85,23374635,1026130,15240278,2029699,2028786,912,104,29970022,521219,98.291,30491241
6,2,0,2,85,23374635,1026130,15240278,2029699,2028786,912,104,29970022,521219,98.291,30491241
6,2,0,3,85,23374635,1026130,15240278,2029699,2028786,912,104,29970022,521219,98.291,30491241
6,2,0,4,85,23374635,1026130,15240278,2029699,2028786,912,104,29970022,521219,98.291,30491241
6,2,0,5,85,23374635,1026130,15240278,2029699,2028786,912,104,29970022,521219,98.291,30491241
6,2,1,0,85,23374635,172396,15240278,2029699,2028786,912,104,29970022,521219,98.291,30491241
6,2,1,1,85,23374635,172396,15240278,2029699,2028786,912,104,29970022,521219,98.291,30491241
6,2,1,2,85,23374635,172396,15240278,2029699,2028786,912,104,29970022,521219,98.291,30491241
6,2,1,3,85,23374635,172396,15240278,2029699,2028786,912,104,29970022,521219,98.291,30491241
6,2,1,4,85,23374635,172396,15240278,2029699,2028786,912,104,29970022,521219,98.291,30491241
6,2,1,5,85,23374635,172396,15240278,2029699,2028786,912,104,29970022,521219,98.291,30491241
6,3,0,0,85,23374635,1026130,15240278,2029699,2028786,912,104,30417118,74123,99.757,30565332
6,3,0,1,85,23374635,1026130,15240278,2029699,2028786,912,104,30413845,77396,99.746,30491241
6,3,0,2,85,23374635,1026130,15240278,2029699,2028786,912,104,30235526,255715,99.161,31513973
6,3,0,3,85,23374635,1026130,15240278,2029699,2028786,912,104,29986986,504255,98.346,32508133
6,3,0,4,85,23374635,1026130,15240278,2029699,2028786,912,104,30417118,74123,99.757,30639403
6,3,0,5,85,23374635,1026130,15240278,2029699,2028786,912,104,30417118,74123,99.757,30787539
6,3,1,0,85,23374635,5137,15240278,2029699,2028786,912,104,30417118,74123,99.757,30565332
6,3,1,1,85,23374635,5427,15240278,2029699,2028786,912,104,30413817,77424,99.746,30491241
6,3,1,2,85,23374635,770,15240278,2029699,2028786,912,104,30235526,255715,99.161,31513973
6,3,1,3,85,23374635,747,15240278,2029699,2028786,912,104,29986986,504255,98.346,32508133
6,3,1,4,85,23374635,5137,15240278,2029699,2028786,912,104,30417118,74123,99.757,30639403
6,3,1,5,85,23374635,5137,15240278,2029699,2028786,912,104,30417118,74123,99.757,30787539
